// from YR4 https://twiki.cern.ch/twiki/pub/LHCPhysics/LHCHXSWG/Higgs_XSBR_YR4_update.xlsx  
//VBF							
//MH	Cross	Uncertainty					1+?EW
//	Section	Scale		PDF+?s	PDF	?s	
//[GeV]	[pb]	pos [%]	neg [%]	[%]	[%]	[%]	
10.00	1.246E+01	+1.0	-0.7	±2.0	±1.8	±0.9	
15.00	1.194E+01	+1.0	-0.6	±2.0	±1.8	±0.9	
20.00	1.140E+01	+0.9	-0.6	±2.0	±1.8	±0.8	
25.00	1.088E+01	+0.9	-0.6	±2.0	±1.8	±0.8	
30.00	1.037E+01	+0.9	-0.5	±2.0	±1.8	±0.8	
35.00	9.872E+00	+0.8	-0.5	±2.0	±1.8	±0.8	
40.00	9.401E+00	+0.8	-0.5	±1.9	±1.8	±0.8	
45.00	8.955E+00	+0.8	-0.5	±1.9	±1.8	±0.8	
50.00	8.533E+00	+0.8	-0.5	±1.9	±1.8	±0.7	
55.00	8.136E+00	+0.7	-0.4	±1.9	±1.8	±0.7	
60.00	7.761E+00	+0.7	-0.4	±1.9	±1.8	±0.7	
65.00	7.408E+00	+0.7	-0.4	±1.9	±1.8	±0.7	
70.00	7.075E+00	+0.7	-0.4	±1.9	±1.8	±0.7	
75.00	6.761E+00	+0.7	-0.4	±1.9	±1.8	±0.7	
80.00	6.465E+00	+0.6	-0.3	±1.9	±1.8	±0.7	
85.00	6.186E+00	+0.6	-0.3	±1.9	±1.8	±0.7	
90.00	5.922E+00	+0.6	-0.3	±1.9	±1.8	±0.6	
95.00	5.674E+00	+0.6	-0.3	±1.9	±1.8	±0.6	
100.00	5.440E+00	+0.6	-0.3	±1.9	±1.8	±0.6	
105.00	5.219E+00	+0.6	-0.3	±1.9	±1.8	±0.6	
110.00	5.009E+00	+0.5	-0.3	±1.9	±1.8	±0.6	
115.00	4.811E+00	+0.5	-0.3	±1.9	±1.8	±0.6	
120.00	4.623E+00	+0.5	-0.2	±1.9	±1.8	±0.6	
125.00	4.445E+00	+0.5	-0.2	±1.9	±1.8	±0.6	
130.00	4.276E+00	+0.5	-0.2	±1.9	±1.8	±0.6	
135.00	4.115E+00	+0.5	-0.2	±1.9	±1.8	±0.6	
140.00	3.963E+00	+0.5	-0.2	±1.9	±1.8	±0.6	
145.00	3.818E+00	+0.4	-0.2	±1.9	±1.8	±0.6	
150.00	3.681E+00	+0.4	-0.2	±1.9	±1.8	±0.6	
160.00	3.425E+00	+0.4	-0.2	±1.9	±1.8	±0.5	
170.00	3.193E+00	+0.4	-0.2	±1.9	±1.8	±0.5	
180.00	2.981E+00	+0.4	-0.2	±1.9	±1.8	±0.5	
190.00	2.788E+00	+0.3	-0.2	±1.9	±1.8	±0.5	
200.00	2.611E+00	+0.3	-0.2	±1.9	±1.8	±0.5	
210.00	2.449E+00	+0.3	-0.2	±1.9	±1.8	±0.5	
