//p p > kkgrav when  p = g to the parameter ktilde = 0.1
//(fully composite top)
//the format of the table is:
//"Mass(GeV) CX(pb)"
//if you want the cross section (CX) using a ktilda' you do
//CX(ktilda',pb) = CX(ktilda=0.1,pb) * (ktilda' / 0.1)^2
//you can find the decay rates in the file bulk_KKgrav_decay.txt
600	0.0105349 
650	0.0067849 
700	0.00444493 
750 	0.00300279 
800 	0.00208364 
850	0.00143644 
900 	0.00101624 
950 	0.000720865 
1000	0.000524464 
1050 	0.000378396 
1100 	0.000275538 
1150 	0.000207256 
1200 	0.000154336 
1250 	0.000115473 
1300 	0.0000875426 
1350 	0.0000664413 
1400 	0.0000508575 
1450	0.0000390476 
1600 	0.0000182336 
1700 	0.0000111455 
1800 	6.8988E-6 
1900 	4.32455E-6 
2000 	2.71921E-6 
2100 	1.7369E-6 
2200 	1.11728E-6 
2300 	7.213E-7 
2400 	4.66359E-7 
2500 	3.0379E-7 
2600 	1.98345E-7 
2700 	1.30004E-7 
2800 	8.5225E-8 
2900 	5.61655E-8 
3000 	3.68615E-8
